case_type,amount_due,days_overdue,npa_status,payment_history_score,total_past_defaults,failure_reason,recovered
loan,25918.47,61,SMA-2,0.4133,3,missed_emi,0
transaction,12796.48,55,SMA-0,0.2857,3,card_declined,0
loan,25231.95,46,SMA-1,0.7645,1,insufficient_funds,0
transaction,4178.33,64,SMA-2,0.6227,1,card_declined,0
transaction,10404.0,58,SMA-1,0.4273,3,card_declined,0
transaction,10807.39,93,NPA,0.8037,0,otp_failure,0
transaction,16306.78,52,SMA-2,0.7755,1,otp_failure,1
loan,38098.43,77,SMA-2,0.5879,2,insufficient_funds,0
loan,34870.62,19,SMA-0,0.7334,1,missed_emi,0
transaction,2711.05,63,SMA-2,0.6421,2,card_declined,0
transaction,14552.02,97,NPA,0.7262,1,card_declined,0
transaction,10255.95,32,SMA-1,0.655,0,bank_downtime,1
transaction,17934.94,77,SMA-2,0.7177,0,insufficient_funds,0
transaction,18437.48,69,SMA-2,0.9215,2,card_declined,0
transaction,1575.55,4,Standard,0.764,1,bank_downtime,1
loan,41928.87,52,SMA-1,0.5879,0,bank_downtime,1
loan,6696.38,10,SMA-0,0.767,2,missed_emi,0
transaction,7659.81,112,SMA-2,0.6925,1,card_declined,0
loan,29403.5,82,NPA,0.7751,1,insufficient_funds,0
transaction,3387.97,8,SMA-0,0.9387,0,insufficient_funds,0
transaction,15053.12,9,SMA-0,0.4397,4,bank_downtime,0
transaction,662.92,53,SMA-1,0.3579,2,otp_failure,0
loan,12586.96,28,SMA-0,0.8754,0,bank_downtime,0
loan,31135.86,2,SMA-0,0.3315,3,bank_downtime,1
loan,37147.44,48,SMA-1,0.6892,0,missed_emi,0
transaction,18374.54,32,SMA-1,0.7813,1,insufficient_funds,0
loan,36747.35,7,SMA-0,0.2909,4,missed_emi,0
transaction,13599.7,80,SMA-2,0.4314,2,bank_downtime,0
loan,22745.35,100,NPA,0.7507,2,insufficient_funds,0
transaction,525.05,74,SMA-2,0.8268,1,insufficient_funds,0
transaction,2843.11,83,SMA-2,0.7377,2,card_declined,0
transaction,10923.81,17,SMA-0,0.4462,3,otp_failure,0
loan,35380.84,21,SMA-0,0.9244,1,insufficient_funds,1
transaction,8640.24,16,SMA-0,0.7772,2,otp_failure,1
loan,37880.56,75,SMA-2,0.5026,2,insufficient_funds,0
transaction,10676.31,107,NPA,0.7057,1,bank_downtime,0
loan,8337.93,68,SMA-2,0.5247,2,insufficient_funds,0
loan,13640.73,93,NPA,0.9503,0,missed_emi,0
loan,42799.92,58,SMA-1,0.7117,2,insufficient_funds,0
transaction,14635.8,32,SMA-1,0.3936,3,insufficient_funds,0
transaction,17947.86,36,SMA-1,0.3568,3,card_declined,0
transaction,2792.37,5,SMA-0,0.5423,2,insufficient_funds,0
loan,49560.01,2,SMA-0,0.4429,2,missed_emi,0
transaction,4583.43,66,SMA-2,0.569,4,bank_downtime,0
transaction,729.71,37,SMA-1,0.7701,2,card_declined,0
transaction,19949.75,49,SMA-1,0.7002,1,insufficient_funds,0
transaction,5980.94,49,SMA-1,0.7733,1,otp_failure,0
loan,35060.88,22,SMA-0,0.4642,2,missed_emi,0
transaction,3945.31,41,SMA-1,0.8471,0,card_declined,1
loan,31110.28,40,SMA-1,0.6759,1,insufficient_funds,0
transaction,18128.68,32,SMA-1,0.9196,0,insufficient_funds,0
transaction,6743.53,83,SMA-2,0.1606,5,card_declined,0
transaction,13569.95,38,SMA-1,0.4158,2,bank_downtime,0
transaction,4164.12,54,SMA-1,0.8883,0,insufficient_funds,0
transaction,12683.51,96,NPA,0.4438,4,card_declined,0
loan,20140.27,91,NPA,0.3284,3,missed_emi,0
transaction,4618.56,95,NPA,0.631,1,otp_failure,0
loan,19093.19,21,SMA-0,0.7965,1,insufficient_funds,0
transaction,3987.4,2,SMA-0,0.476,2,card_declined,1
transaction,18087.36,21,SMA-0,0.2809,3,bank_downtime,1
loan,22873.41,22,SMA-0,0.522,2,insufficient_funds,0
transaction,5282.95,99,NPA,0.1624,4,otp_failure,0
transaction,9243.95,60,SMA-1,0.1965,5,otp_failure,0
transaction,6750.46,6,SMA-0,0.5758,2,otp_failure,0
transaction,15016.18,10,SMA-0,0.7977,0,insufficient_funds,1
loan,48704.9,12,SMA-1,0.7307,1,missed_emi,0
transaction,9041.66,58,SMA-1,0.7271,1,otp_failure,0
loan,43746.5,71,SMA-2,0.3999,3,insufficient_funds,0
loan,30463.84,90,SMA-2,0.6924,1,insufficient_funds,0
transaction,3566.1,105,SMA-2,0.6851,1,insufficient_funds,0
loan,36078.02,16,SMA-1,0.3578,4,bank_downtime,0
transaction,10511.97,25,SMA-0,0.5066,2,insufficient_funds,1
loan,34277.29,19,SMA-0,0.2281,3,missed_emi,0
transaction,17848.9,29,SMA-0,0.6391,2,bank_downtime,1
loan,24819.56,100,NPA,0.2334,2,missed_emi,0
transaction,18072.96,51,SMA-1,0.4282,1,card_declined,1
transaction,15138.05,71,SMA-1,0.8438,2,insufficient_funds,1
loan,26987.22,42,SMA-1,0.746,1,missed_emi,0
loan,32145.0,2,SMA-0,0.9107,0,missed_emi,1
transaction,6848.83,4,SMA-0,0.6873,1,bank_downtime,1
transaction,19680.15,47,SMA-1,0.7561,0,insufficient_funds,0
loan,35030.8,69,SMA-2,0.2451,3,bank_downtime,1
loan,6973.11,17,SMA-0,0.6906,1,missed_emi,0
loan,19697.99,69,SMA-2,0.6357,1,missed_emi,0
loan,33049.15,82,SMA-2,0.3583,3,missed_emi,0
loan,7535.0,34,SMA-1,0.4104,3,missed_emi,0
loan,6074.79,72,SMA-2,0.5235,2,missed_emi,0
transaction,9275.47,34,SMA-1,0.6015,1,card_declined,0
transaction,6987.46,63,SMA-2,0.3528,5,insufficient_funds,0
loan,24723.44,75,SMA-2,0.8782,0,insufficient_funds,0
loan,16821.2,118,NPA,0.7809,0,insufficient_funds,0
transaction,3712.0,28,SMA-1,0.6112,0,insufficient_funds,0
transaction,13938.3,34,SMA-0,0.7392,3,otp_failure,0
loan,28155.7,13,SMA-0,0.5991,3,missed_emi,0
transaction,4403.01,16,SMA-0,0.5617,4,card_declined,0
transaction,6731.99,65,SMA-2,0.8513,1,card_declined,0
transaction,12040.25,100,SMA-2,0.8074,0,insufficient_funds,0
transaction,1908.47,33,SMA-1,0.6838,0,bank_downtime,1
transaction,3375.33,14,SMA-0,0.8057,2,otp_failure,1
transaction,1928.29,23,SMA-0,0.9835,0,otp_failure,1
transaction,16340.19,39,SMA-1,0.8371,0,otp_failure,0
loan,38858.42,23,SMA-0,0.6734,1,missed_emi,0
transaction,15189.6,18,SMA-0,0.2071,2,bank_downtime,0
loan,37234.64,71,SMA-2,0.8713,0,insufficient_funds,0
loan,35122.34,0,Standard,0.36,3,insufficient_funds,0
transaction,9801.34,47,SMA-1,0.7284,0,card_declined,0
loan,33902.52,79,SMA-1,0.5434,1,insufficient_funds,0
transaction,1248.05,21,SMA-0,0.6421,1,card_declined,1
loan,32965.9,54,SMA-1,0.8144,0,bank_downtime,1
transaction,15668.62,62,NPA,0.5542,1,insufficient_funds,0
loan,27516.13,60,SMA-2,0.546,0,missed_emi,0
loan,21088.1,38,SMA-1,0.8384,3,bank_downtime,1
transaction,5909.82,28,SMA-0,0.6983,0,otp_failure,1
transaction,13034.64,86,SMA-2,0.541,0,otp_failure,0
loan,36176.05,74,SMA-2,0.2718,3,missed_emi,0
loan,44193.54,26,SMA-0,0.2756,2,missed_emi,0
transaction,7175.51,7,SMA-0,0.464,2,insufficient_funds,0
loan,39639.75,5,SMA-0,0.6343,2,missed_emi,0
transaction,11446.44,7,SMA-0,0.4765,2,otp_failure,1
loan,44727.64,52,SMA-1,0.5975,3,bank_downtime,0
transaction,10792.34,3,SMA-0,0.2269,4,bank_downtime,1
loan,28293.34,27,SMA-0,0.8077,0,missed_emi,0
transaction,11768.6,73,SMA-2,0.8375,0,otp_failure,0
transaction,15111.65,23,SMA-0,0.6713,1,otp_failure,0
transaction,19311.46,75,SMA-2,0.6595,1,insufficient_funds,0
transaction,1934.49,72,SMA-2,0.7746,2,insufficient_funds,0
transaction,1541.97,19,SMA-0,0.8742,1,otp_failure,0
transaction,18782.23,70,SMA-2,0.4088,2,insufficient_funds,0
loan,28844.4,72,SMA-2,0.5042,1,missed_emi,0
transaction,12490.61,33,SMA-1,0.947,0,card_declined,0
transaction,9907.26,16,SMA-0,0.7939,1,insufficient_funds,1
transaction,2326.32,45,SMA-1,0.4519,1,insufficient_funds,1
transaction,15477.74,101,SMA-2,0.5089,3,bank_downtime,0
transaction,15070.88,59,SMA-1,0.637,1,card_declined,1
transaction,6578.21,13,Standard,0.5208,2,card_declined,0
transaction,6471.67,64,SMA-2,0.3002,3,otp_failure,0
transaction,16837.91,36,SMA-1,0.6162,2,insufficient_funds,0
transaction,1910.97,53,SMA-1,0.5751,3,insufficient_funds,0
transaction,17681.55,71,SMA-2,0.6177,2,bank_downtime,0
transaction,5504.9,45,SMA-0,0.7162,1,insufficient_funds,1
transaction,12063.2,82,SMA-2,0.8999,0,otp_failure,0
loan,47119.74,69,SMA-2,0.8447,0,missed_emi,0
transaction,13723.39,56,SMA-1,0.7905,1,bank_downtime,0
loan,23649.34,11,SMA-0,0.6878,3,missed_emi,0
transaction,13945.92,86,SMA-2,0.8183,0,otp_failure,1
loan,20479.08,104,NPA,0.2445,3,insufficient_funds,0
loan,17476.63,10,Standard,0.5207,3,insufficient_funds,0
transaction,19935.32,42,SMA-1,0.3295,3,otp_failure,0
loan,38785.56,20,SMA-0,0.2699,3,missed_emi,0
transaction,13072.04,73,SMA-2,0.261,2,bank_downtime,1
transaction,7428.15,69,SMA-2,0.4311,0,card_declined,0
loan,7212.24,10,SMA-0,0.8138,1,missed_emi,0
loan,6397.56,93,SMA-2,0.6745,2,insufficient_funds,0
transaction,11306.53,14,SMA-0,0.5455,2,card_declined,0
transaction,15359.64,80,SMA-2,0.7188,1,insufficient_funds,0
transaction,10978.89,39,SMA-0,0.2625,3,otp_failure,0
transaction,16895.31,27,SMA-0,0.6751,1,card_declined,0
loan,6504.19,12,SMA-0,0.3991,2,insufficient_funds,1
transaction,7651.67,13,SMA-0,0.3547,4,card_declined,0
transaction,5122.87,61,SMA-1,0.6508,1,bank_downtime,0
transaction,9221.82,48,SMA-1,0.7992,1,insufficient_funds,0
transaction,1911.34,9,SMA-0,0.6247,0,insufficient_funds,1
transaction,19105.57,8,SMA-0,0.6641,1,otp_failure,0
loan,15046.49,5,SMA-0,0.6137,1,insufficient_funds,1
loan,46503.85,72,SMA-2,0.7713,1,insufficient_funds,0
loan,24165.19,68,SMA-2,0.3866,3,insufficient_funds,0
transaction,19717.72,4,SMA-0,0.6892,1,card_declined,1
loan,29932.63,50,SMA-0,0.3915,2,insufficient_funds,0
loan,46887.48,6,SMA-0,0.351,4,insufficient_funds,0
loan,5240.7,98,NPA,0.2622,3,missed_emi,0
transaction,15090.66,98,NPA,0.62,1,card_declined,0
transaction,18109.49,66,SMA-2,0.712,1,card_declined,0
transaction,3224.55,102,SMA-2,0.2816,3,card_declined,0
transaction,2374.45,82,SMA-2,0.5263,2,card_declined,0
transaction,8779.17,84,SMA-2,0.6903,2,card_declined,0
transaction,18706.74,51,SMA-1,0.5797,3,card_declined,1
transaction,11076.54,25,SMA-0,0.5026,2,otp_failure,1
loan,28735.54,17,SMA-0,0.1833,4,missed_emi,1
transaction,3251.96,26,SMA-0,0.584,1,bank_downtime,1
transaction,515.4,57,SMA-1,0.192,2,otp_failure,0
loan,41456.3,13,SMA-0,0.4536,2,missed_emi,1
loan,8940.86,20,SMA-0,0.394,4,missed_emi,0
loan,33523.24,40,SMA-1,0.4562,2,missed_emi,0
loan,46157.74,18,SMA-0,0.3394,3,missed_emi,0
transaction,4568.71,53,SMA-1,0.753,0,otp_failure,1
loan,34937.28,102,NPA,0.1628,4,insufficient_funds,0
transaction,2034.62,72,SMA-2,0.6377,1,card_declined,0
transaction,12273.23,62,SMA-2,0.3087,4,card_declined,0
transaction,3696.67,52,SMA-1,0.8648,0,otp_failure,1
transaction,14851.09,42,SMA-1,0.3122,3,insufficient_funds,0
transaction,6374.01,14,SMA-0,0.6137,3,otp_failure,1
loan,25852.6,96,NPA,0.4627,3,missed_emi,0
loan,31974.37,19,SMA-0,0.6687,2,missed_emi,0
transaction,3839.83,7,SMA-1,0.8014,0,insufficient_funds,0
transaction,14961.94,73,SMA-2,0.6256,3,insufficient_funds,0
loan,18618.82,13,SMA-0,0.2517,4,missed_emi,0
loan,34806.73,31,SMA-1,0.9026,1,insufficient_funds,1
transaction,3586.52,2,SMA-0,0.6125,3,insufficient_funds,0
loan,35965.29,10,SMA-0,0.6858,3,insufficient_funds,0
transaction,2999.67,13,SMA-0,0.6759,1,insufficient_funds,0
transaction,8794.45,4,SMA-0,0.4259,1,insufficient_funds,0
loan,16124.27,61,SMA-2,0.1883,4,bank_downtime,0
transaction,15093.32,86,SMA-2,0.6907,1,otp_failure,0
transaction,5609.68,31,SMA-1,0.6654,1,insufficient_funds,0
loan,44677.28,92,NPA,0.6246,1,insufficient_funds,0
loan,45131.91,16,SMA-0,0.5598,0,missed_emi,0
transaction,4330.61,26,SMA-0,0.6391,0,card_declined,1
transaction,12470.0,11,SMA-0,0.9222,0,insufficient_funds,1
transaction,2210.49,56,SMA-1,0.5003,1,card_declined,0
loan,22619.17,35,SMA-1,0.6356,2,insufficient_funds,0
transaction,14409.77,56,SMA-1,0.7177,3,insufficient_funds,0
transaction,13358.75,74,SMA-2,0.7069,1,insufficient_funds,0
loan,33111.53,48,SMA-1,0.293,3,bank_downtime,1
transaction,6009.55,57,SMA-1,0.5563,0,insufficient_funds,0
transaction,7871.49,104,NPA,0.5349,2,insufficient_funds,0
transaction,2507.45,24,SMA-0,0.7662,2,insufficient_funds,0
loan,37356.03,29,SMA-0,0.9345,1,insufficient_funds,0
transaction,10325.83,68,SMA-2,0.511,1,bank_downtime,0
transaction,14320.93,55,SMA-1,0.8372,1,bank_downtime,1
loan,16202.46,14,SMA-0,0.5769,4,missed_emi,0
transaction,6826.55,31,SMA-1,0.4286,2,insufficient_funds,0
transaction,7017.2,40,SMA-2,0.9715,0,insufficient_funds,0
transaction,1001.98,35,SMA-1,0.9813,0,bank_downtime,1
transaction,7150.43,14,SMA-0,0.2396,1,bank_downtime,0
transaction,16164.44,102,NPA,0.3157,4,bank_downtime,0
transaction,17997.32,74,SMA-2,0.7605,3,otp_failure,0
transaction,10605.26,41,SMA-1,0.7272,1,insufficient_funds,1
transaction,9382.28,64,SMA-2,0.492,3,card_declined,0
loan,6387.11,96,NPA,0.3852,3,missed_emi,0
loan,44564.2,10,SMA-0,0.612,1,missed_emi,0
loan,5585.46,20,SMA-0,0.6265,1,insufficient_funds,0
loan,47513.75,48,SMA-1,0.6426,2,missed_emi,0
transaction,10039.72,80,SMA-2,0.537,3,bank_downtime,0
loan,20387.05,2,SMA-0,0.5913,1,missed_emi,1
transaction,18522.26,116,NPA,0.6025,1,otp_failure,0
loan,6097.59,39,SMA-1,0.3728,3,missed_emi,0
loan,31164.12,29,SMA-0,0.8225,1,insufficient_funds,1
loan,29701.96,23,Standard,0.5682,2,missed_emi,0
loan,14869.42,13,SMA-0,0.7251,1,missed_emi,1
transaction,8863.3,79,SMA-2,0.8239,1,insufficient_funds,0
transaction,13219.15,109,NPA,0.2099,3,card_declined,0
transaction,14679.06,35,SMA-0,0.5003,2,card_declined,0
transaction,513.98,108,NPA,0.6165,2,card_declined,0
transaction,18768.64,84,SMA-2,0.7199,0,otp_failure,0
loan,12403.64,41,SMA-1,0.8706,0,insufficient_funds,0
loan,15511.12,63,SMA-2,0.7453,0,insufficient_funds,0
transaction,5637.73,37,SMA-1,0.9133,0,card_declined,0
loan,6701.91,49,SMA-2,0.754,1,missed_emi,0
loan,10537.35,4,Standard,0.2817,3,insufficient_funds,0
loan,49385.75,66,SMA-2,0.5077,2,insufficient_funds,0
loan,19184.75,4,SMA-0,0.7805,1,insufficient_funds,1
transaction,2748.37,83,NPA,0.4296,1,insufficient_funds,0
loan,9814.61,84,SMA-2,0.5999,2,insufficient_funds,0
loan,37375.7,18,SMA-0,0.478,2,missed_emi,0
transaction,17164.09,26,SMA-0,0.2927,3,card_declined,0
transaction,5510.57,41,SMA-1,0.7385,1,card_declined,0
loan,5940.93,54,SMA-1,0.721,0,insufficient_funds,0
transaction,4850.26,23,Standard,0.8282,0,otp_failure,1
loan,7543.21,53,SMA-1,0.8688,0,insufficient_funds,0
loan,9652.77,24,SMA-0,0.4373,3,bank_downtime,1
transaction,8914.41,4,SMA-0,0.2552,3,otp_failure,0
transaction,4983.41,0,Standard,0.5963,0,insufficient_funds,0
loan,28217.56,7,SMA-0,0.6053,1,missed_emi,1
transaction,5443.13,79,SMA-2,0.8864,0,insufficient_funds,0
transaction,18840.48,110,NPA,0.5724,2,insufficient_funds,0
transaction,18165.91,36,SMA-1,0.4688,1,insufficient_funds,0
transaction,11552.72,44,SMA-1,0.7533,2,insufficient_funds,0
loan,20949.08,11,SMA-0,0.3239,3,insufficient_funds,0
transaction,7932.36,49,SMA-1,0.4837,2,insufficient_funds,0
loan,23533.35,11,SMA-0,0.4826,2,missed_emi,0
transaction,14687.8,55,SMA-1,0.3729,2,insufficient_funds,0
transaction,9306.96,104,NPA,0.6859,2,otp_failure,0
loan,43552.85,15,SMA-0,0.538,2,insufficient_funds,0
loan,47484.27,75,SMA-2,0.3642,1,bank_downtime,0
transaction,7050.95,1,SMA-0,0.5359,2,bank_downtime,0
transaction,11433.54,31,SMA-1,0.6198,3,bank_downtime,0
transaction,2353.6,8,SMA-0,0.4491,2,otp_failure,0
transaction,4409.15,29,SMA-0,0.5405,2,otp_failure,1
loan,23605.96,13,SMA-0,0.4765,2,insufficient_funds,0
transaction,4520.95,31,SMA-1,0.8846,0,bank_downtime,1
transaction,17592.93,35,SMA-1,0.5857,2,card_declined,0
transaction,3586.58,24,SMA-0,0.6792,1,insufficient_funds,0
loan,25504.74,61,SMA-2,0.5872,3,bank_downtime,0
loan,32256.47,101,NPA,0.733,1,insufficient_funds,0
transaction,13991.35,33,SMA-1,0.6126,1,card_declined,0
loan,22238.12,15,SMA-0,0.7336,2,missed_emi,0
transaction,17447.43,21,SMA-0,0.2572,4,insufficient_funds,0
transaction,11582.22,89,SMA-1,0.7882,1,insufficient_funds,0
loan,24777.85,51,SMA-1,0.7626,0,missed_emi,0
loan,8025.83,39,SMA-2,0.6074,2,missed_emi,1
loan,25911.03,11,SMA-0,0.2896,2,missed_emi,0
transaction,16504.35,38,SMA-2,0.3887,2,insufficient_funds,0
transaction,12483.55,22,SMA-0,0.8786,0,otp_failure,1
loan,42447.31,106,NPA,0.2269,3,bank_downtime,0
transaction,10133.23,94,NPA,0.8612,1,bank_downtime,0
transaction,2810.0,6,SMA-0,0.7459,1,card_declined,1
transaction,765.98,45,SMA-1,0.3261,1,insufficient_funds,0
loan,18644.88,17,SMA-0,0.9553,1,bank_downtime,1
transaction,14110.81,34,SMA-2,0.5666,2,insufficient_funds,0
transaction,15910.07,93,NPA,0.9081,1,otp_failure,0
loan,18308.88,46,SMA-1,0.5851,2,missed_emi,0
transaction,10165.25,27,SMA-0,0.3286,1,otp_failure,0
transaction,8711.82,16,SMA-1,0.4581,2,card_declined,0
transaction,8505.19,80,SMA-2,0.3987,2,insufficient_funds,0
transaction,5011.3,57,SMA-1,0.7494,0,bank_downtime,1
transaction,3159.24,40,SMA-1,0.5025,3,otp_failure,0
transaction,4335.43,17,SMA-0,0.3628,3,insufficient_funds,1
loan,7489.96,27,Standard,0.2601,3,insufficient_funds,0
transaction,4363.55,110,NPA,0.9469,1,otp_failure,0
loan,5414.04,45,SMA-1,0.8242,0,missed_emi,0
transaction,12731.54,33,SMA-1,0.4322,0,card_declined,1
transaction,6669.32,45,SMA-1,0.5517,2,insufficient_funds,0
transaction,19476.32,77,SMA-2,0.4253,1,bank_downtime,1
transaction,4277.48,28,SMA-0,0.6504,4,insufficient_funds,0
loan,20562.29,14,SMA-0,0.1618,4,bank_downtime,0
transaction,7477.9,52,SMA-1,0.6312,1,insufficient_funds,0
transaction,664.8,62,SMA-2,0.708,0,insufficient_funds,1
loan,42764.36,68,SMA-2,0.6593,0,insufficient_funds,0
loan,6439.75,94,SMA-2,0.6194,2,missed_emi,0
loan,47308.09,30,SMA-1,0.5747,4,insufficient_funds,0
transaction,17895.45,5,SMA-0,0.34,1,card_declined,0
loan,29098.49,109,NPA,0.5795,4,insufficient_funds,0
transaction,11100.11,37,SMA-1,0.8433,0,card_declined,1
transaction,13248.67,57,SMA-1,0.8166,0,card_declined,1
transaction,8047.48,62,SMA-2,0.2364,2,insufficient_funds,0
transaction,13120.83,48,SMA-1,0.7712,2,card_declined,0
transaction,1372.98,16,SMA-0,0.4414,2,card_declined,0
transaction,1553.93,73,SMA-2,0.4814,3,otp_failure,0
loan,25575.37,81,SMA-2,0.6102,1,missed_emi,1
transaction,11217.63,49,SMA-1,0.5542,2,insufficient_funds,1
transaction,17812.44,42,SMA-1,0.4895,1,card_declined,0
transaction,2540.88,8,SMA-0,0.2637,1,insufficient_funds,0
loan,42019.16,6,SMA-0,0.8424,0,missed_emi,0
transaction,4595.92,28,SMA-0,0.4468,3,insufficient_funds,0
transaction,8184.63,25,SMA-0,0.7529,1,insufficient_funds,0
loan,19247.11,108,NPA,0.6732,0,missed_emi,0
loan,23006.99,78,SMA-2,0.7883,1,bank_downtime,0
transaction,3434.66,61,SMA-2,0.4352,3,otp_failure,0
loan,27660.65,45,SMA-1,0.6658,1,insufficient_funds,0
loan,41073.92,13,Standard,0.2064,4,missed_emi,0
loan,24869.03,114,NPA,0.6707,3,insufficient_funds,0
transaction,10066.96,31,SMA-1,0.3046,3,insufficient_funds,0
loan,43194.54,8,SMA-0,0.709,1,missed_emi,0
transaction,14268.13,42,SMA-1,0.5166,2,insufficient_funds,0
transaction,10063.86,92,NPA,0.6617,1,insufficient_funds,0
transaction,5525.07,95,NPA,0.7763,1,bank_downtime,0
transaction,17756.07,0,Standard,0.6438,0,bank_downtime,1
transaction,11751.9,94,NPA,0.7049,3,card_declined,0
loan,14951.64,21,SMA-0,0.6106,2,missed_emi,0
transaction,5747.84,2,Standard,0.5598,0,otp_failure,0
transaction,16161.1,88,SMA-2,0.577,2,card_declined,0
transaction,1360.84,90,SMA-2,0.8413,0,insufficient_funds,1
transaction,19845.8,54,SMA-2,0.314,4,bank_downtime,0
loan,10865.83,51,SMA-1,0.79,1,missed_emi,0
transaction,16023.34,82,SMA-2,0.2957,3,bank_downtime,0
transaction,8198.12,78,SMA-2,0.6939,0,insufficient_funds,0
transaction,10098.22,95,NPA,0.5326,2,otp_failure,0
transaction,17672.69,49,SMA-1,0.2169,3,otp_failure,0
transaction,8551.77,112,NPA,0.2843,2,card_declined,0
loan,29187.22,119,NPA,0.4046,2,insufficient_funds,0
loan,7218.48,9,Standard,0.6174,1,missed_emi,1
transaction,545.78,88,SMA-2,0.4753,5,card_declined,0
loan,16015.99,43,SMA-1,0.5689,2,missed_emi,0
loan,35626.24,32,SMA-1,0.3571,3,missed_emi,0
loan,10456.92,55,SMA-1,0.7314,3,missed_emi,0
transaction,2718.36,4,SMA-0,0.7875,2,otp_failure,0
transaction,8513.73,44,SMA-0,0.8464,0,card_declined,0
transaction,13132.82,92,NPA,0.637,1,bank_downtime,0
loan,37043.24,16,Standard,0.656,3,missed_emi,0
loan,13030.28,36,SMA-1,0.7346,1,insufficient_funds,1
transaction,2051.97,105,NPA,0.9058,1,insufficient_funds,0
transaction,18837.74,36,SMA-1,0.2641,1,otp_failure,0
loan,16729.99,29,SMA-0,0.5255,2,missed_emi,0
loan,43400.59,37,SMA-1,0.7012,1,bank_downtime,0
loan,43857.12,45,SMA-1,0.9883,0,missed_emi,0
loan,39763.52,58,SMA-1,0.4921,3,missed_emi,0
transaction,3792.26,80,SMA-1,0.2438,3,card_declined,0
transaction,16525.13,38,SMA-1,0.5318,2,card_declined,1
loan,39616.28,83,SMA-2,0.2375,3,missed_emi,0
transaction,12136.1,47,SMA-1,0.6855,1,insufficient_funds,0
transaction,7075.44,27,SMA-0,0.5196,0,insufficient_funds,0
loan,16812.89,61,SMA-2,0.4575,2,missed_emi,0
transaction,2876.84,68,SMA-2,0.6239,0,otp_failure,1
loan,27939.07,49,SMA-1,0.3791,3,insufficient_funds,0
transaction,11912.59,4,SMA-0,0.4199,3,insufficient_funds,0
loan,21170.25,13,SMA-1,0.4887,1,missed_emi,0
transaction,9769.5,23,Standard,0.6618,0,card_declined,1
transaction,7588.53,22,SMA-0,0.5923,3,otp_failure,0
loan,33845.27,63,SMA-2,0.5163,3,missed_emi,0
transaction,18074.55,1,SMA-0,0.5758,0,card_declined,1
loan,12376.41,74,SMA-2,0.6571,0,bank_downtime,0
loan,22163.4,21,SMA-0,0.5583,2,bank_downtime,0
transaction,3246.94,25,SMA-0,0.7446,1,bank_downtime,1
transaction,12686.4,46,SMA-1,0.5182,2,insufficient_funds,0
transaction,14712.97,17,SMA-0,0.4112,2,otp_failure,1
transaction,18672.3,94,NPA,0.3171,5,card_declined,0
loan,17549.24,6,SMA-0,0.2596,3,missed_emi,0
loan,47759.5,38,SMA-1,0.7723,0,insufficient_funds,0
loan,7846.82,88,SMA-2,0.7796,1,missed_emi,0
loan,32135.62,56,SMA-1,0.7072,1,bank_downtime,1
transaction,1614.09,23,SMA-0,0.4268,1,bank_downtime,1
loan,45219.84,35,SMA-0,0.3106,0,missed_emi,0
loan,28841.41,67,SMA-2,0.483,1,insufficient_funds,0
loan,35120.68,113,NPA,0.6791,1,bank_downtime,0
loan,42420.83,96,SMA-2,0.8414,0,insufficient_funds,0
transaction,3431.06,28,SMA-0,0.82,0,card_declined,0
loan,6736.62,120,SMA-2,0.7833,1,missed_emi,0
transaction,17638.18,0,Standard,0.4636,2,insufficient_funds,1
transaction,6641.2,2,SMA-0,0.6174,3,card_declined,1
transaction,3015.09,84,SMA-2,0.5872,3,otp_failure,0
loan,26080.76,15,SMA-0,0.4401,4,missed_emi,0
loan,31923.77,4,SMA-0,0.4465,4,bank_downtime,0
loan,6393.68,19,SMA-0,0.7339,1,missed_emi,1
loan,17370.3,36,SMA-1,0.5256,2,insufficient_funds,0
transaction,1139.6,70,SMA-2,0.7891,1,card_declined,1
loan,23915.09,57,SMA-1,0.8202,0,bank_downtime,0
transaction,17954.45,19,SMA-0,0.9149,0,card_declined,0
transaction,19661.72,43,SMA-1,0.4859,2,insufficient_funds,0
transaction,12922.43,102,NPA,0.494,0,card_declined,0
loan,12273.7,82,SMA-2,0.5316,1,missed_emi,0
loan,45763.22,26,SMA-0,0.6875,1,insufficient_funds,1
transaction,10566.83,115,NPA,0.3299,5,card_declined,0
transaction,3498.11,67,SMA-2,0.8891,0,bank_downtime,0
loan,46477.7,4,SMA-0,0.4478,3,insufficient_funds,0
transaction,15270.65,2,SMA-0,0.3403,2,insufficient_funds,0
loan,37926.74,13,SMA-0,0.2367,3,missed_emi,0
loan,36913.13,70,SMA-2,0.8017,0,missed_emi,0
transaction,4406.63,14,SMA-0,0.3715,3,insufficient_funds,0
transaction,4614.63,44,SMA-1,0.4564,5,bank_downtime,0
loan,35973.18,7,SMA-0,0.7934,1,bank_downtime,0
loan,14887.52,101,NPA,0.5349,1,missed_emi,0
transaction,9054.1,28,SMA-0,0.5911,2,bank_downtime,1
loan,40190.08,98,NPA,0.7046,2,bank_downtime,0
transaction,15787.07,106,NPA,0.9198,3,otp_failure,0
transaction,9338.6,0,Standard,0.5854,2,insufficient_funds,1
loan,40648.55,39,SMA-1,0.5479,2,bank_downtime,0
loan,42737.98,1,SMA-0,0.3222,3,insufficient_funds,0
transaction,13268.13,99,NPA,0.6112,1,otp_failure,0
